MIDI,Keyname,OriginalNumericID,SourceSongID,SourcePath,SourceByteSHA256,EstimationSourcePath,EstimationSourceSHA256,NoteContentSHA256,FramePC,CanonicalShift,PrimaryMethod,SecondaryMethod,MappingSource,SourceManifestSHA256
music21_227.mid,d,227,pop1k7:src_002:227,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/227.mid,d2adc8d68c0012e786ecbbb613b48a93b58601e8c8a07ba636e21c36298f118c,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/227.mid,4c5267746820af9932246c9b9000134b6a39fa657be3fec2b95612d7425fe353,21fe5dc1c747343e83873699ea3acd3db1cd3f8aefed5602a038f2990b30f5a3,5,-5,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_228.mid,G,228,pop1k7:src_002:228,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/228.mid,057fde484bc9027dacc73bc78892495ad876982d3e122e01f2679059d2adb7b6,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/228.mid,e910ceb346d44e0253ff26c7d461442fdf20ef890afe42e703458b97df871800,cd9e2d27f2524ed4aef9ef0df512f20424a49e44a69db862e301089267dc733d,7,5,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_229.mid,b,229,pop1k7:src_002:229,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/229.mid,86dd7beba9f44018ab72341b0965cdff6b2fa0e86aee1bb45563c31b51ac6f63,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/229.mid,0f482760307ca4ed3f395a128b04ca502d06ad039ab0d938fee230a9ce7c5fba,27aea85f23a8cc429a6033298ce53e8f7507babfa30fc3564a5f58f2175117f5,2,-2,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_230.mid,Eb,230,pop1k7:src_002:230,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/230.mid,da5f22bf2a161a31c64e704a0596dd0885b66f292691e27b53920a26ae3ebb53,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/230.mid,b715d86aab4d4c064105b82671ac265c02e16d944ea560bef5e9a63f12a12b31,1e9e7445371c9528a3861c574fd08149ac94dbc6aba4cfb91d395a1d0a99e9bf,3,-3,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_231.mid,F,231,pop1k7:src_002:231,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/231.mid,4f5ceca5a6d15315fa522261b4172736563e9ac5d6a8a0cd9864e1c0f004b080,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/231.mid,06fe8b90303cd5d5cba95be851a6079cdf033ea5083382c581ecbb9bf1743f6e,c2d538cbb1e245ecf19e851318a017e8fa46e2bb118ff8b90c9cb60cbcdb6112,5,-5,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_232.mid,Eb,232,pop1k7:src_002:232,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/232.mid,19a9aedad0670b27a24af8e47ee7e5afbae5fe2f4e0dce2cc42e8d0daf8ccba7,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/232.mid,59db61effab8c38a38d88d77291f4374967a4fefd7710d8c5a535264b1f17fd5,3912faed1b5fc7d4f50d45b00affebbd0ab651473615e107629ed7fa928ba154,3,-3,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_234.mid,G,234,pop1k7:src_002:234,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/234.mid,4055039b5cfe6c6ce42777f1ae393016e7a889cce49b6a0c563e51cbe8fdbcb5,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/234.mid,2ced350d3f4ef643077491a905ff69bd47663cc91f0b732ac322533c31248745,d6e413c4b099beed31cc0e68736b897372c7ed30f50bc47d92d6f72364f0dbe5,7,5,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_235.mid,F,235,pop1k7:src_002:235,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/235.mid,72979c74daadbe65ddd679fa698ff62f5213828923b9e7b8cac6e68e9247a58e,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/235.mid,8114f0e5125685fc699d6c44f3da5fdbcf5d155aa349e890f8ad7aaef50f5059,aa43241cd86d1e26ae0417819e990aa43e0a55f89a3f791fad441b4995a35da4,5,-5,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_237.mid,E,237,pop1k7:src_002:237,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/237.mid,381caf1dcf45c974e38e6fff78a03806019612cd75b3ef835ffb7d6f48d220da,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/237.mid,c56fc48905db6910c868db886b34cf852d48aaab3937b8844cc31fd2a7da32c4,e1154b53dbb66ed0df74e46458aef33a2172fa76073ea6e3223ff3dcbc66116a,4,-4,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_238.mid,d,238,pop1k7:src_002:238,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/238.mid,20f1c46ee11370e9395dcfd171afb0f9e71ee6bdc0a463e368908e6bffca3e11,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/238.mid,b78a5cf53c56bbcc19a4d943263f7320270a473cec5e75a69dba079579577e89,ebd9d0531893af8a4e1ed38e2c28ef28dccbc16e11ced9fd955d23bb89ff4045,5,-5,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_239.mid,C,239,pop1k7:src_002:239,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/239.mid,5073f1c329845b02a26de4489c6e01b9dcd9dc0c64f69dacde8643321f38a1d4,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/239.mid,79f531e6ce010c559f4dc9cbbfc87742029dc92779762a8bc538ba0a331e14fe,099d551f6a9e6520e5fb4afb21fa44a711380d9b8c5f314158fc443b96961415,0,0,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_240.mid,G,240,pop1k7:src_002:240,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/240.mid,2a0b87a3ac1cea8590126c70c5128a1185a073e33b1e70c923a89b0dcc0ae343,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/240.mid,aae3f8720f187e2ee603e32b602bddcb5dfe31946be3207cb883a62f14ae6de4,df0a85ee0754f98deb25e0ea0bb6e186ffef73c8b81bce8d549f7e525aa870c4,7,5,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_241.mid,E,241,pop1k7:src_002:241,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/241.mid,7333bd9b2d85f789e150287212f4af974143f0206852afe0fd61509e709dd5d5,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/241.mid,ade5677ee663cd17e42edbd50c9a7eeb2d4222d32de882db071f789272dc386f,e74332c767a38775cc7c5012346b84d407825aacde3749e07e350364f8d83dea,4,-4,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_242.mid,a,242,pop1k7:src_002:242,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/242.mid,0cbd6e870591b73a7e96dbafcec15421c2a8e675e87d23514e0c62289c3013da,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/242.mid,c80e3a87fcfca75d6d799a92a60c60561acb0a7c3e6a93242772d86c32a80ee2,eab56bed9f2c6b915ec83c434788e8a75752dcaf1bce3c369561126e181b2617,0,0,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_243.mid,Ab,243,pop1k7:src_002:243,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/243.mid,f07c8ec13dedf291c938a76f476720e04b7282cece94aedba119f85fd5786d4c,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/243.mid,4cfd7261a2ac462c7be318ce6a07273d721a38a7be434910add841e4bb38a37a,f37305df6efd824102703d2fa4d1245204bbf6dbd058cd3cad538f7a49eb4720,8,4,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_244.mid,D,244,pop1k7:src_002:244,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/244.mid,a5d256ed0abb0da4413cede6a991ca2fdf87afd7d94f0f9c87fc23cbc6cca7b0,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/244.mid,6f89e8f0d5c2400572a8676626cf83cc54cdb83db2270374950952e4c8c905b1,5e3c4f3049c126713f638f6e0a2c09da8129a6a09ec6951dfabd1800daf7b997,2,-2,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_247.mid,C,247,pop1k7:src_002:247,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/247.mid,a6ef8018e8e562b5202d6d7fd2182f316c19d0c5866ccd5e81712039184bc12c,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/247.mid,4245ca730e41ec851e7a484ff47be043cd450dd727c1489f33bd0f1010a4f975,d505d948b4e6b2792a125d0a98c1187b919dd8c7bd2b68f756856970c061d167,0,0,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_248.mid,C,248,pop1k7:src_002:248,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/248.mid,9e1390744ad7eab4889a18b74559dc4c1e45d777fd598de8b8b5959850a845f8,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/248.mid,774cb7b9369c00f282a9f0b5f2daa4ac8f81eb787abc7989aa4acaba277f8bed,4033a83c6615500e47afd72784dc196bc35e7a87b649f7f832d180033ab7d566,0,0,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_249.mid,G,249,pop1k7:src_002:249,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/249.mid,c3e36fe2a4cc13051dd3afb34c95d7d039d67b308dfce1ba3f44e4e2089585ef,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/249.mid,825175bf74ca38f684f6ac2e5f75460eed33de60809c35533843e360bc591809,488c2248b81d2a10e34f19193eeb2b476ab901f950d325d5944973bbd1a99a79,7,5,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_253.mid,F,253,pop1k7:src_002:253,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/253.mid,1eaa496909029eae5d26e43eca32d1244f65e5d9b7c42fe1190edac3c14c59af,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/253.mid,91cbdd9b47ccc39ae92566e17502de197a4ac6543c71336c2ddbde5bc86696bc,dfb442187328687599d4d751297ddfe541cfb88ac61f71d394a3d1a8a5e8cd45,5,-5,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_254.mid,D,254,pop1k7:src_002:254,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/254.mid,989df2a07ebf46ae4532385ff34d6b94e9e966cf42a7844595095fe593c8ffda,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/254.mid,bca7b694a53c52829428da21154ec328cf0839b71e257f75e4f19c11ef0d3ccc,21be28c87849aa0c3c2eea2c8b30fec4094157f68617c04e8c2d34e447874fac,2,-2,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_255.mid,C,255,pop1k7:src_002:255,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/255.mid,1ad5466c45185696d9206217f4196e37a3edecf075307f2748ecab826e7fb452,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/255.mid,59795f365f8924ae5c578e858b4883d9c828e09e393725508f1601eea7a0e55a,497a043ca9a9a4235c8752fe15e7d8e28074dcba9d7559961a4eb55b47f6ad33,0,0,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_258.mid,Eb,258,pop1k7:src_002:258,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/258.mid,2e8137b9a37adf3ef77e4f055d29d318dfd795d00a61102d940beddeac2af76f,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/258.mid,c29382a92c33b17832848becb40c2d85eeeaf601476a1d553efb24678f467e31,47cfb52b006f24761bb9d70972cd2297d677b3e1dcb762a47130db5a315f99ef,3,-3,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_259.mid,Bb,259,pop1k7:src_002:259,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/259.mid,e94d4faf1356384d503f93782183e690f5eae3c0259c85b6f2fd3b916e0a51ea,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/259.mid,ee38631e746438365355326700fd7644d160ba6d646b07f7e7d6f8417b9e16fb,a1e709a0583aeb4e2f3a54e17346271dc36d2454e050f002a02ef05247bf01c7,10,2,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_260.mid,c,260,pop1k7:src_002:260,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/260.mid,afdf9e8790354d10643d2a0c9498e53ea47267557a059e8a9e18944d8778ee06,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/260.mid,3aa9b0b0b1468a065c66c11037015a929f9b887c12a2e2caae25f91efd0cf1cf,7773c23830b9485b745d39becd3350ad00e76cdff42c1bf8e64239397d2111ab,3,-3,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_261.mid,d,261,pop1k7:src_002:261,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/261.mid,a93dcbbec5f646fd73234774673eadd5205952504c03a1a1c9e0e7eaab5fba93,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/261.mid,24bcdd1ca321142d89039e52be97a310be201e53bec30083495a2bb69055e34f,079cd2e8be05e2218a2c28c1c4f18045e3e1cb113fe482c6d1bacc3ad8bccf11,5,-5,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_262.mid,A,262,pop1k7:src_002:262,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/262.mid,4fb0348233f3d7014dbecd31e61d5693e9a0bb8889013ecc8476bc18a34b5f47,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/262.mid,47b86e22a89a5e748209f4bcf156a31383a3a87b8dd2025e2daab7207f7c11e4,3c37603a4ab144d2e775f0eb80d4a1ac9529adce7e7259a00df99668463df6bc,9,3,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_263.mid,Bb,263,pop1k7:src_002:263,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/263.mid,d8314ddfe2dcdf7d09dfdecc0974244f64b32ad677dfbfa83006d91e9cc14268,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/263.mid,aa30c33f6987ec07d9c407fa59c4c8a836a596b0c46c1a571d6bf737f57859a1,6b23ab871d51990c527a08e07e1b4cfcc9e9465695c73dcd492ac62a61c0162b,10,2,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_265.mid,E,265,pop1k7:src_002:265,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/265.mid,f13bcecc074b6c0ad957f0d6d471b72301cf9406d4879ee7f3fe35d2bf345e41,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/265.mid,3e5ce9b375e4aa0e0eb1fb5d8d4bf26a75a49d0ad239a33220e581873bc722e5,365b9ec40c0c659259f84ebd2f755d656a5c1dc71bde4430692417d67e2212df,4,-4,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_266.mid,g,266,pop1k7:src_002:266,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/266.mid,b2201f6f13ad9c6f48714030697c957bb9a9d4beafd935f902cf19ebbc3403b8,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/266.mid,9bb1a13f0cffbb547eaa3b80c7e8f7a1e959e6025fd4626303944092b5bb0bc0,01537f8b7af19487993443aeecadbe9ea611a0ec3bc4eebeac606eccdea28ea4,10,2,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_267.mid,Ab,267,pop1k7:src_002:267,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/267.mid,58e0a649d7a1c13ecf4ab870308f1be275532c377365b79967d45c6bcf9f10ca,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/267.mid,4ea96e4c73c18a338d12773612fb0f337b8966577560d9c426542871bda8b49a,e3d8e8a05ad8aa4b3f044c0d42f4b35559c2c34135a21b3a2a28acec4ee4e5d4,8,4,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_268.mid,A,268,pop1k7:src_002:268,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/268.mid,3826c3b09e07407f8d249aa84fa3cd0829315034a739a4d2e3844350b465c81b,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/268.mid,19e5782d1fca38a18605ad11c6cbb276ee69b23165cbea7416acae273aab5b16,3baa7b9c2a39d092210d4eb5394c652137ede0dfaf648d82e22c54f26c31665d,9,3,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_272.mid,ab,272,pop1k7:src_002:272,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/272.mid,6a033e27b7ff387047fd5761dceb4deb2e469b953df0fbdcc1ad63d9ea980d4f,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/272.mid,9113fab487d60161756f37306a8347eeab3b6873942d283d6f55d8e6b05d513a,79606dd76865271a55ddb7a67ae19f38c35d4629a6b42d0bd01004ea2d46c9e2,11,1,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_274.mid,e,274,pop1k7:src_002:274,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/274.mid,76df47cc016e072a21044f58943ab7368cf8a2a89b6f6dee428894b6a27207a2,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/274.mid,caedf7da7799d2886357a23834b96b5cda4ce6f9abf7bc982eb449123017854d,be39b584caf6ed30bdd4a7166abbf099105525d36268da1abfb3c1aebffb6f54,7,5,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_276.mid,c#,276,pop1k7:src_002:276,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/276.mid,c1a888a2c1dd7186fb9d3fd69d318a277873bf79ff727ee137c5f366d4bb1b0d,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/276.mid,1192591792051d31a606fc27a53927a2800489638620626bbc5c443c0da70842,c8eaaf019d8a3ddbbf3aefdb332554afd076a65dddb4853909105af0ce295ddf,4,-4,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_279.mid,D,279,pop1k7:src_002:279,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/279.mid,9e74c14b68e38f8abf4b9e3bda7edeea157ec168af048415fc0933e1332f3465,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/279.mid,d8444b68f622bdec55abbd26ec2b20c947a04a20b92b232f53b0142bd1242f86,696c176e8c0789f6d133a77a555a07b0b96c6d17ec0187755c9d1ff3c582cbb5,2,-2,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_280.mid,D,280,pop1k7:src_002:280,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/280.mid,230a328cd8b86a5388840f56592299f8260f59e0c217a8ed3e45a26e7425d9e1,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/280.mid,cdd703e761e8f1099d6f67cdd70d66e45f4cbbd5fda3be9a83237f4696660ce8,4be01e5773608961a246619fe16e0e10fdd0a67fe518d5dd471f0ef08e8e19eb,2,-2,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_281.mid,Eb,281,pop1k7:src_002:281,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/281.mid,27b12f20fa55f4df3cd9df86b9b0a8aba347a7a5a3117beed745b53b5b8cad95,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/281.mid,cd4815ec0dd711ba8741ee9044fae890447d9a7022d1ceb404c48aae92447c0d,a58119e86adba9846600de0948b27bf0b0d2a6e18615c8284234a24d6b0f7e38,3,-3,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_285.mid,c,285,pop1k7:src_002:285,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/285.mid,606a049d5767da66011f1e0b7bb81fe98e5ef6bc45ce9f55a7b2f285c66782b5,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/285.mid,11c5c23275a015fc27699f2be032138d5dc86d37a18006f4b027c1dbd2016947,4ba9acf8b2f417a370722508af789c457eb15b95debae9eedc688fc674a7bb0c,3,-3,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_286.mid,f,286,pop1k7:src_002:286,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/286.mid,7d6f337ac9269bcb1a2a49d90110c329cafe9f46d7c37a7ace485a3f003c0cc6,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/286.mid,7306a6792a2810ed296173ebea24f0218f8c574631e21c424c81c18f1669511a,1d35f7b92f165813059932c54710e4fada69ac5c9f62d0cf2862a36b49cdc8c1,8,4,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_287.mid,F,287,pop1k7:src_002:287,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/287.mid,871cb8ba10b17844c452d484113c745e60764f6e03f7defb3dc6c191f13f9e74,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/287.mid,c6adb539147b7a320e58c62c87bac20421b67821e327b7178ae5124278d2fc3e,c8c320d4f860e54fffae7e338402164bc4ad7be7edf22723e0b875ac351d5a6a,5,-5,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_288.mid,Eb,288,pop1k7:src_002:288,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/288.mid,a8f3321fff136b7d37a2841fdd69debee1b1d3469e93615a681901c3c92af963,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/288.mid,ffe150e5abb04562624d332d89bde36b9c9f4eead2dde0ddfe0ba8c9a46f737b,a13f3597602a6a77b6481a37e5d9a3eac160897d9115a01c6f66edba4135c393,3,-3,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_289.mid,c,289,pop1k7:src_002:289,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/289.mid,49f3d9cf9bed71fe2809459dee75b41cce057c6076d447295d693620aa755315,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/289.mid,c3fb1299116d588b8f36c2f498b12dc34f725272c09a2c18de5d65ebd66df8bf,95c08a2a5bdcc4e0c43e75af5cfc2750daf34db0aa9becd6d14d0c637e9cbf50,3,-3,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
music21_290.mid,ab,290,pop1k7:src_002:290,data/pop1k7_official/Pop1K7/midi_analyzed/src_002/290.mid,b6dda7ca1c78624b6dd03f5182b17ef452fd18bf348193bdc4ab7bc77a6880c4,data/pop1k7_official/Pop1K7/midi_synchronized/src_002/290.mid,351928a7b8823e544f238c239f6262c422d44de934b0377f28be2279bcf9d5c0,50790df5d864f4422c696f332b5e790e3e4f5a5d8a1a178adab716319edd2c61,11,1,music21.key.krumhanslschmuckler,music21.key.aardenessen,same_release_path_plus_note_hash_music21_consensus_v1,53664a7ef3eed4af690568e16a357a2f88698e7f0a05fe854316b884807534da
