song_id,content_sha256,analyzer_1_key,analyzer_2_key,agreement,confidence,accepted,canonical_shift,split
pop1k7:src_002:395,c79adfdad77e482ffd863159ee89f6678d088a7111588eefe78d3d128c79e3ba,Eb,Eb,True,0.19841914034683306,True,-3,test
pop1k7:src_002:396,0fe40a081aaa6f1b160e8b99a7d7d35c4f6948acffaf14f79a50ebca47c498b8,F,F,True,0.06966726571106185,True,-5,train
pop1k7:src_002:397,78e52a6f1d5054f4b7babacb9e6afbfbd8bab7c19dae7662ed75f99426fdd3e3,Ab,Ab,True,0.16976584435453745,True,4,train
pop1k7:src_002:398,4de9f38d54b8b636e87113a325fd611583e48d0d7f92e017eeb2f26bc60f688b,e,e,True,0.11370677561203557,True,5,train
pop1k7:src_002:399,51fa51b8fce5758c48ba63ec9e3789b0d7fc4049ca4cfe7896a3e5d1233f2b4c,D,D,True,0.2613319034350746,True,-2,test
pop1k7:src_002:400,ff27ccabb2e90e07e2e9b6faff00186efe7288001e0ec7df9f3f046e2952469a,C#,C#,True,0.14620666122649828,True,-1,validation
pop1k7:src_002:401,64aef0a68f05e8a84059d14ca1f4d9b779e07226d93a676405a9ade6c4d73e63,E,E,True,0.08566416740305471,True,-4,train
pop1k7:src_002:402,b2157cbefcc8aa68d8da55e3cdc52862164ea64fe0469567869df06c5585fa0d,d,d,True,0.19138508616475047,True,-5,validation
pop1k7:src_002:403,4c6acc8a567dc288d8d2e92c9fb9ec0155638ce808865f147083394c0efe5603,C,C,True,0.10340507433317181,True,0,train
pop1k7:src_002:404,919c4b14622debb783267c4d971e330d558f5f8223a19ac603cd811287f2312f,F,F,True,0.09675833326670946,True,-5,test
pop1k7:src_002:405,d4dd13540d30e57ef07903d3be2ebb47ccf4c6b1788e64f6ed4963da85040ccf,A,f#,True,0.12453422967646488,True,3,train
pop1k7:src_002:406,008a3b7cc14f0e782fa450621b8c64baaea973834a1b4d22c2b1c2662e344eec,F,F,True,0.04257574597768987,False,-5,train
pop1k7:src_002:407,fc2e13e86a26f6b559ed4d45d0a80e99e78566ab0abbe6469769eb6c0dd32139,F#,eb,True,0.11803389698241173,True,6,validation
pop1k7:src_002:408,a6b645dd9b5da429dc3f2c8c6f52c9b57bde97aa5567cdccef38784de19edd42,Bb,Eb,False,0.0015286580233740965,False,,train
pop1k7:src_002:409,1d777c928426aabf297e64d0283a0c1a29f9962068a2d3e41ddddf2b46ac1f74,D,D,True,0.086197752647583,True,-2,train
pop1k7:src_002:410,f3e1050b0f9b07ec9132fd68b94f0004b600de9a2a7cd52933698992e9daf9fd,F,F,True,0.08623822139663684,True,-5,train
pop1k7:src_002:411,d7f7bf497efaf7e0d81349750c73864df1cc5df09396385150d44e4158d4d006,d,d,True,0.04847741957356255,False,-5,train
pop1k7:src_002:412,ec6022c7c3c885015365c0cc271045fdb94028dd57d45214cf9560c1a48d9268,g,g,True,0.14489131607206318,True,2,train
pop1k7:src_002:413,7c1fc60010cf9805fcdad635eed9a73777e710c4839778f7e9cafad25e677a51,F#,F#,True,0.06468700112125114,True,6,train
pop1k7:src_002:414,a5a43187da8f0364df838aa4ed1746a1260d6f517e7bdadbc71a455d447f1115,F#,F#,True,0.1952388422446163,True,6,train
pop1k7:src_002:415,b8566aafe1376b385373df202dc68f23613bbfbf7b508ef014c274384e3c3e81,G,G,True,0.23642819501641876,True,5,train
pop1k7:src_002:416,f8c9476944758a12ba367a5b59896740cb5e2679c962296fd834f9ca7639e513,b,b,True,0.08630174766426957,True,-2,train
pop1k7:src_002:417,91c8964557ba577d92fad49de8e10274568705e555ff3717b9a20d9848401203,G,G,True,0.11976341328360995,True,5,train
pop1k7:src_002:418,75ff0174a62443e0d24a3a255491025e36811893d9c838ab794b09dd3e5b184a,Eb,Eb,True,0.0646006552497731,True,-3,train
pop1k7:src_002:419,05d5bffdc367bd45429a3c3b1f674e10b7c7f86f37d79b678152a93f85de6249,c,c,True,0.0246155625784773,False,-3,train
pop1k7:src_002:420,17c1fa6984a454cb12f76dfe79e71e2c3dc2e83c3d1a3372d886491e9bd18ea5,Ab,C#,False,0.004125112079693238,False,,test
pop1k7:src_002:421,77115c3d6aec619c5363c122078ee6cfcf8252a3de43fb9e65ef52dd32268539,C,C,True,0.21920694068767987,True,0,train
pop1k7:src_002:422,724d8a97ef86ff01d88694216c33ceec1757ec47516ef5bdd2380bbcbaa2161c,D,D,True,0.3294561304970256,True,-2,train
pop1k7:src_002:423,6c9a486f67eaa51de0cdf12720d27e033158810fb2cb1eb6b97c90caa56d74ef,c,c,True,0.010180603206296768,False,-3,test
pop1k7:src_002:424,497384860256459ebc9316ac3560dca92c0881e25a2333a49a6afb11b5917dbf,C#,C#,True,0.21370705175108162,True,-1,train
pop1k7:src_002:425,d27e7187b1f2f69d74d97c80ec7ac8bf1995968b60d51ce1591aa28872c0e16a,Ab,Ab,True,0.08406103062568238,True,4,train
pop1k7:src_002:426,b62f5307f1eb61f816ba7dd2a97465833712efe8e3ae368c4670b97f14f3d009,Eb,Eb,True,0.001558203513342793,False,-3,test
pop1k7:src_002:427,703152706b3f3075822a7485e812ca14001a199a485194b2312c25ec788d0158,B,B,True,0.20576574330395858,True,1,train
pop1k7:src_002:428,2dd58c7af9aa8ca034758415b6d6b838eecf185c1438633d191fe368487b097b,Eb,Eb,True,0.06204955135999446,True,-3,validation
pop1k7:src_002:429,c1a02a7b06c5a8e58994fb4e9155b3e3bba8e2c05dfe92876336adbe7899c085,Ab,Ab,True,0.22957432769241215,True,4,validation
pop1k7:src_002:430,b195339a8d4a570bafece384616b6509d26dc821fb20a24672a6523f2defdbab,d,d,True,0.15078102497444512,True,-5,train
pop1k7:src_002:431,7029689c127adfeb9312ab46cb783546bc169f32fc7cef1bd37639e3d2bd106c,C#,C#,True,0.13697904971029307,True,-1,validation
pop1k7:src_002:432,610653c09bf85cd186ad53755d42382b58bfcf4bb66dd85ee8b1427fcb2515e1,c#,A,False,0.039296116337577125,False,,train
pop1k7:src_002:433,76e30dde6343cf2314f73ac6bc83ea646b714af55392b0524e6b2e4fee53f77a,e,e,True,0.08889342620697682,True,5,validation
pop1k7:src_002:434,3f1265ecb1c5812cd4d8259ad9fdc16b99961b0f9215930b93a7a0dc62212e7c,Eb,Eb,True,0.20068010824529048,True,-3,train
pop1k7:src_002:435,2ed3ae2bd868cb8c9dd0cc36c23b9b0363a1fe7d2b596c7c1004c0eab1dcd4a0,g,g,True,0.13264365572469594,True,2,train
pop1k7:src_002:436,834eb3e95c268d5ff8daa6c6d3e57ef8564eab39d1e6c87ebb9520ab1d97892a,d,Bb,False,0.13236488394706802,False,,train
pop1k7:src_002:437,50e519db88a418f8617ac4ba003535d43ed15f81eeaac5f8b6dde25bb0fabdd1,C,C,True,0.056740802670760315,True,0,train
pop1k7:src_002:438,bc3eda3f44d14c7c255a0a9082377222f85b00385dcfff3dfab4d9807d43dbb6,b,b,True,0.04135903299762789,False,-2,train
pop1k7:src_002:439,28bbef550c47f8d0399d4a0a10e95cbb01a3bb570e46a6cc3cf9c5d28cfccbed,Bb,g,True,0.14436420574204356,True,2,validation
pop1k7:src_002:440,f4b81a3eac58f1895ef711cb55f1564666fbf900bfbdd93e884435d401060dba,G,G,True,0.09658903891028203,True,5,test
pop1k7:src_002:441,d903f8cca981ea8982bf806fa100d80450a8e119bf07e75c4b6f76f2eb730ea6,d,d,True,0.1425923817779583,True,-5,train
pop1k7:src_002:442,d75e10587ab54060ce244938e878311e96b0ef463304bd9cc6cb46adcea530f3,D,D,True,0.048367741849159374,False,-2,train
pop1k7:src_002:443,ba810a76edbffd1723455c8985f54d75847fa3460718d081a17be4d7d38111c7,b,b,True,0.1048859426715596,True,-2,train
pop1k7:src_002:444,bd0fa0d424f8d3c2a853ed8b0d44f16eff49bc9742ae1665e0a52c564725dab1,D,D,True,0.27789787697158086,True,-2,train
pop1k7:src_002:445,6b4cd695b881c65e5436165be0d3065deae76c0e6d8720588aa9defc3bc65421,eb,eb,True,0.15565774005139343,True,6,train
pop1k7:src_002:446,5ffae6731f0614ea5fe954b6968a6ef637120a5a99f48326ed04e257249f3544,A,A,True,0.0017317215766122773,False,3,test
pop1k7:src_002:447,a6d937467c18e751f82a96f2a003724bd1796b19fd94e5b4e9b73d842f5c70ca,E,E,True,0.23356976732286994,True,-4,test
pop1k7:src_002:448,eca4b3c3aab5dd5d2f1b6dc5af40ea0adf7454997be1a0bfe0b023684cda39a7,B,B,True,0.028296581665979703,False,1,validation
pop1k7:src_002:449,4a05bcd354c82bcb5a4cb30f379e5c3171b0e80b1835b717a33e6208383338c4,F,F,True,0.0881264272709108,True,-5,train
pop1k7:src_002:450,1cf9a5649a6bb01c9f424773522d73c7c3088f482f8c6888e98cdbbfa3c65f81,Ab,Ab,True,0.1746878232256549,True,4,train
pop1k7:src_002:451,1ad33ee3c6a610013cd90c83534672cc05d714486d24345e232386a52e11dd98,f,f,True,0.2630324976698858,True,4,train
pop1k7:src_002:452,603ec00ab97b84a982f2ea4a71612efea35b64dfe2ee1f1998dca0ceda413517,a,d,False,0.03220718244009679,False,,test
pop1k7:src_002:453,773f06996ca2ad2df95f5674da321bda4694772cf3e4f881b2e6fa6cccbe8c40,A,A,True,0.14852659146778358,True,3,train
pop1k7:src_002:454,2092ce47621eb149c5830d89481336d1cfc3d7d527d5900df62142a71dbb1f5e,Bb,g,True,0.17733858111411027,True,2,validation
pop1k7:src_002:455,3672c7d870edbfd431edd95248829d1782398986acdda1dd3576a0470fd1072b,g,g,True,0.19341476857297368,True,2,train
pop1k7:src_002:456,4782db9aca150d25ae5dd32beed0466e6a535f3de2ba0aee84068921c0bb0e27,G,C,False,0.0532149910087919,False,,train
pop1k7:src_002:457,c9c3546810a61edde62a795bfbf92433c781d0c41617be4816cf53de0c72ab25,G,G,True,0.19057027613158117,True,5,train
pop1k7:src_002:458,30bccc15683f40d13c5a806a6eaefce0b62fcdf6f8f956bd6ea6eb0cf890f03a,c,c,True,0.13881665650176023,True,-3,train
pop1k7:src_002:459,9dc0747009add6e00eefa4821f79735591546148cabe41da82dfdff947a3d3b2,eb,eb,True,0.3158674881624156,True,6,train
pop1k7:src_002:460,4875f698d7f371fe7fc5fbb586e80f26df968ec4a0afd975ad8d27dac6f1862a,A,A,True,0.14530922960737236,True,3,train
pop1k7:src_002:461,caf1f792c0a061c76cf5166559307599dd7266550eecbf38c3fae4631a54a27b,f,f,True,0.11475976083545458,True,4,validation
pop1k7:src_002:462,90ae76dbc94827822cd726f5ae951c2178e93f99577a0758371941934e355604,Ab,Ab,True,0.3073569047507675,True,4,train
pop1k7:src_002:463,506e5b094f714788f720b4524ce030c04ab766f0f2840a97b1755c8bea584762,C#,C#,True,0.11767519405945215,True,-1,train
pop1k7:src_002:464,5756d134f0ee473787291ca67a21435c7bdf258e0e84eee3dc5510c7b4c31b23,F,F,True,0.09616332469733269,True,-5,train
pop1k7:src_002:465,2d1fa87d8ba9b53e187d724c87942a19a0f754dd1090eadc57196e3e75306265,Eb,Eb,True,0.08703727513222637,True,-3,train
pop1k7:src_002:466,fe32d0fd6ec1dce23ac2c90928cdc206b49e810aef8699d09ff5f184609d52df,Bb,Eb,False,0.07596724008936329,False,,train
pop1k7:src_002:467,11160cb7f2704b83c7aff1b67afc73b44f8bd34cea332ebe66216d6c1e86cbab,F,F,True,0.2351225404202446,True,-5,train
pop1k7:src_002:468,723be9be98a5837c131e112ca522bcfd6106ab7752ad4eabb88919e589750220,Ab,Ab,True,0.19851937592901314,True,4,train
pop1k7:src_002:469,850ef7717e6fee7e52b21ebb88bd8069d1381fc1794cf7209cf4a703e97009aa,E,E,True,0.1646482156463347,True,-4,train
pop1k7:src_002:470,5682bd4d6d34fc48750d973fe8f0481468c31c0aaabb9e0db72b7d76de2da00a,G,a,False,0.026224944127288485,False,,train
pop1k7:src_002:471,bda72d689679a681d0cb4692e258db18ef679a26095628e22eda2e9f20dc0fde,F#,F#,True,0.14389907045600003,True,6,train
pop1k7:src_002:472,68b3c292dc9a3335e048487be7ebae82a6d6f30ff3d7e4e0ed490067f1022394,F,F,True,0.15382414273427958,True,-5,train
pop1k7:src_002:473,56f450d5b9570250c069432e1cb7b5d4e59a2a77f9d507a71079e129afba64cb,G,G,True,0.1912150037326481,True,5,validation
pop1k7:src_002:474,32dab32f297554358ec92114e309955effcd1454f0ae878394b072c72f741452,F#,F#,True,0.21279511946092,True,6,train
pop1k7:src_002:475,1f5931f2e7cc4e9642ea9b5e6248e3d7698fa4ebe8116259bcf5bffd40540bd0,C#,C#,True,0.17782009955287892,True,-1,train
pop1k7:src_002:476,a4f0ff14fcaf059d3c88342ca20550b527d87009cac1b4470f5d309eb8841e26,E,E,True,0.16106116245096525,True,-4,train
pop1k7:src_002:477,9e755eba4092dfa1ebb940051663cbd2b5122ba1c4184350789ab1ce4b4eedbb,Eb,Eb,True,0.1514594540573745,True,-3,train
pop1k7:src_002:478,e24ec53fd355d983fb793b9e5c28ac01b81f27fa240d571ccc855078b74187f3,C,C,True,0.19757013912517452,True,0,test
pop1k7:src_002:479,429b702f5a48c939012cea0c67139c81267d501b112200543e0b5eceef1a5415,F,F,True,0.16207201884388078,True,-5,train
pop1k7:src_002:480,a7199bf5aad646ca77eff0a425fa17c2517cd7d0f605500376ac4d0a03bdada7,A,A,True,0.13069677967567306,True,3,validation
pop1k7:src_002:481,75c6018bc2e4594ff1219b1441f6eb5f41f26b9ca17580247db31181d594e230,C,C,True,0.08266481418293836,True,0,train
pop1k7:src_002:482,68431bfbd487710caac24f1f202c84fce7bc01114a40337b128cd485c4145603,A,A,True,0.19801793859319194,True,3,test
pop1k7:src_002:483,b9fc909687f6866f8a55e4c60ddfcc81f989959ec834013a594a9a92e75771c6,c#,c#,True,0.20992274976888925,True,-4,test
pop1k7:src_002:484,1ea979e2c0493eea8e70f42838d06663bda1952811ae4955df551ff6a34d40d1,b,b,True,0.13546986536696248,True,-2,train
pop1k7:src_002:485,08c7f1cd9bbf33470040527a6bb28f2568e54bad99a6b137a49862550957127e,ab,c#,False,0.0015496638482707104,False,,test
pop1k7:src_002:486,5a719b98076a807c2dc8788bf771bca4a02e36599214ba6d3d45294742745f82,b,b,True,0.09443160501728365,True,-2,train
pop1k7:src_002:487,262f0a632c9e66515d9a8f3317c84f3ab5b5e393a76f58aee07bff3c157c85f9,A,A,True,0.1601814465314868,True,3,train
pop1k7:src_002:488,586b5e52d471a38b86328009a9ab5cdfb3f887930d7a60f3496cf41215b2b39c,f,f,True,0.19152503076219052,True,4,train
pop1k7:src_003:489,adb0e92bc8bfd854c39f781d674ba9c6d4808a2df123b9516d41c735ce1d646c,D,D,True,0.10254956127695303,True,-2,validation
pop1k7:src_003:490,9a669bcf3f22be53c2bf10c5a5b0c4c3db6f05f208fefcb6f50881ffb876e1d3,Ab,Ab,True,0.0816237666970816,True,4,test
pop1k7:src_003:491,84faa42a26871ef1562fac1f18f58aa20dbb4d89e95fc8986d16c2282df33f2a,Eb,Eb,True,0.23232784033648524,True,-3,validation
pop1k7:src_003:492,b54bebbbaf6d3cfe6481a0e1af6ce24bedfd0fb5bbdec68a4d102db7cb2022c5,F#,F#,True,0.18303381465842627,True,6,train
pop1k7:src_003:493,f10a53e90ed19bc51e3a710e81d45521547651060acf7a9cf7801fd2198d1a19,a,a,True,0.20790987506886016,True,0,train
pop1k7:src_003:494,e32e0ebe33ec9c25bf3a08ed50cab95ae9138b232446abf6c66ac9a88aed7b8f,c,c,True,0.022551129744006526,False,-3,train
pop1k7:src_003:495,cf037b43f0bfa02997434cd27be33fb9b216a07ea5b48f03eed56400b96e9b60,C,C,True,0.012702963339469742,False,0,test
pop1k7:src_003:496,25bf7abd47c9a127a7df937660e30899d92efa2e93cd2f5d9fd3cc12384e60d5,c#,c#,True,0.16342474469398482,True,-4,test
pop1k7:src_003:497,37f1cef4bd20a19e6957f070646605f441aa2e43e6cb9122300e1470cd2c9cc6,e,e,True,0.035732340636194126,False,5,train
pop1k7:src_003:498,19ec70e6a44f5ec50fd4c0328532d12527112ae48377c40c2fcb4ca8025d0839,c,c,True,0.023264069467476056,False,-3,train
pop1k7:src_003:499,72af47df68de84781d847b3e287281be832786e03e39a84e250fbcd291216b24,Ab,Ab,True,0.16462368267954386,True,4,test
pop1k7:src_003:500,c80f1d71a14685778aeb3b0431dc96915d06971e95ae6a8aec9adf25ac62dba7,bb,C#,True,0.15198142131558656,True,-1,train
pop1k7:src_003:501,fdc0f476bf0775847353faea36105947723647388b618b19092c5bedb92ab7e4,bb,eb,False,0.008485612794552622,False,,train
pop1k7:src_003:502,5f827afa132a727309e41065e13071818e7de26f2b614588a3b8353b71183b10,c#,c#,True,0.06373213632504082,True,-4,validation
pop1k7:src_003:503,2505813f2cc9bd03eac2012585569598f8f7abd5e19b06f8f5220c2d885a99c6,A,A,True,0.06273193268732224,True,3,train
pop1k7:src_003:504,bcd0d5e4baf15a4242dc007447ba4a19b5c1925f89278bc6c5aadc172832fb86,a,a,True,0.09637540634544528,True,0,validation
pop1k7:src_003:505,3da8e2b33dbbaa4c38b9e2d47bab2f2c72c2a384c8ca627b18e35d21e0252307,A,A,True,0.03771757273657661,False,3,validation
pop1k7:src_003:506,5192a539ba5a1a43282a6b464bfc576c42cc9ed19076a2a534e6d70b232ce0ee,f,f,True,0.012782475085753475,False,4,train
pop1k7:src_003:507,caf60cbfff27d5bb1ef8609679a75d7990c1c63f0b8c3da5f4b154992fb545cd,e,e,True,0.11278895037980352,True,5,train
pop1k7:src_003:508,0ffb902f9b2346e9a1a8e90b8bf8a045b2210cdba9d67f099cd7f7ba125dcbbb,G,G,True,0.10703320939591143,True,5,test
pop1k7:src_003:509,4dbff60b3c2547b39f3d29a972d7bd9906e3f366d64d87a070b671476be81012,d,d,True,0.19314583237470517,True,-5,train
pop1k7:src_003:510,da084cfeb58666c569e96da56c887e3389a02b99d313368b2b9408c5269ad1f1,D,D,True,0.018473407761306793,False,-2,train
pop1k7:src_003:511,413477fb3999a40652848f225a51dbd8baec16a485a68b723284af7edd3ffb20,E,A,False,0.06359510051080652,False,,test
pop1k7:src_003:512,c136c19b0885cba7f646d6d18f04e9fa8c571230072323f655997428f71519fe,F#,F#,True,0.1528718029691365,True,6,test
pop1k7:src_003:513,48aefc87931436791af9fc25f928b0dd5739d088f79994f2ad445f1155685b2c,d,d,True,0.061035871200918246,True,-5,train
pop1k7:src_003:514,1f932aec63f5164a91673a34a3436ce5dc82dbc14040e8e230f145185b900987,d,g,False,0.0484484255017581,False,,train
pop1k7:src_003:515,9afbbf861ad37e8441a42402845a6d4a9766bdfe0b916315f20dd0308bb39fd7,e,C,False,0.059556013614991854,False,,train
pop1k7:src_003:516,acaafac6e66766965241ed115bbeed384d33f9abc7c20c5ad7fd6c880d401122,g,g,True,0.20755211747976776,True,2,test
pop1k7:src_003:517,959c7bece1da424975ffa32df5cb58d6b91ba3826e0f245b9660d7d25f2f2943,a,a,True,0.07558626812437164,True,0,validation
pop1k7:src_003:518,17cdaa28e749734af03941e15d7826ec23c2c9546f00dc7396f2859674c4c145,C,C,True,0.1347233935958757,True,0,train
pop1k7:src_003:519,a544921e0481ad18f9f4f3b898cff8e4d01b0d071429a0e2e1b9b1f424b172aa,C,C,True,0.088420284644939,True,0,train
pop1k7:src_003:520,196d28ff891979daaaee0906c5fa7216f1a7d8562d7435fb6ef97056560eec37,e,e,True,0.17819620019825655,True,5,validation
pop1k7:src_003:521,1e2a3f8d25f8fa901b64c5350ade7efdb55d35189cb90cf17f215bac8a6da4ec,c,c,True,0.21510515060336688,True,-3,train
pop1k7:src_003:522,e7b19c65f4bea1c773b27039cb9b57a9e83d7f470db5b6505cf81a53d773af7b,a,a,True,0.18680319373315746,True,0,train
pop1k7:src_003:523,f01b5088ce95497515a0870512dc96d69e5f844d89568d46e4283b987a151c49,E,A,False,0.025615692267522694,False,,train
pop1k7:src_003:524,d83e6bc67ba1963d510223cd9dc3869939e06f2cdfc3c5bde84d5b7c9b960f81,G,G,True,0.08773862387474718,True,5,train
pop1k7:src_003:525,f746d7c3e430d576eed3b0149de43c0da2a762646eb4be05d423c67958eb32ad,e,e,True,0.3063736736429544,True,5,test
pop1k7:src_003:526,a060a72757363efbfb02bcd1677c499850f69f2287a45677a00038935dc27fa1,E,E,True,0.15253251412754631,True,-4,train
pop1k7:src_003:527,cbadad54a2869f34be0ff3994c5f28afd6ad71bef28228df44166a9d0b54cc83,C#,C#,True,0.07006542025920659,True,-1,test
pop1k7:src_003:528,d83f4ce19a3c1a2c6661b64d09809d496ff8c25fbfe7e0203261baf32d731e67,b,b,True,0.06305165391196454,True,-2,test
pop1k7:src_003:529,dc4d7a5000ccb2949520e4fd9971d8a4b595af56b33da1d3510a077e65a246b3,e,a,False,0.06967787174000162,False,,train
pop1k7:src_003:530,8495c4b703591cf58bc96c635b827d27c34598a5161c07af7ae5bffee5732d50,c#,f#,False,0.027202138370442386,False,,validation
pop1k7:src_003:531,171a1fd1d4f022e823fc8de58daa2d1e1b35cca132b0111d2f761211495893a8,C,C,True,0.11616428429046477,True,0,train
pop1k7:src_003:532,6c67207a81dd6751081c3cc4989c3c8f2a35e3de4d43559efd8330a7396593c8,C,C,True,0.10239404172724942,True,0,train
pop1k7:src_003:533,1bd8313479a8fa842dba061bfe598ef5d8e91492fb1aec69ebfa4b6428c2de0e,Bb,Eb,False,0.06497566069661209,False,,train
pop1k7:src_003:534,17bb8cf84aeede52e732b9308e973822edae6de281c07b22776c115e9f83001f,e,e,True,0.04925319427381225,False,5,train
pop1k7:src_003:535,6345cc5e2f314c0f164c59ad781848e40a81ebcc65375ec76d86e458c07788a4,eb,eb,True,0.07629672379765051,True,6,validation
pop1k7:src_003:536,2eb93793cbdd7afde9905616fe3a37b84f33516418a5f91abd85a3f99bb47bbc,Bb,Bb,True,0.019880396106567333,False,2,validation
pop1k7:src_003:537,fd9f8d29026ed3c275c54919eb4e4c2bfaf1d8f4ac8630d59bef1d219d4c1fb4,C,F,False,0.07610092727249596,False,,train
pop1k7:src_003:538,6ef6ef3eaf4b3e97b1ac2ac1a17d00a1ea4896dc617732407ed871502d713ecf,eb,eb,True,0.09591885479374418,True,6,train
pop1k7:src_003:539,4fdff14f8fa08f15b56c87939639925a8187ca8ce225e74fe8629f25e846abee,e,a,False,0.0869991343403036,False,,train
pop1k7:src_003:540,cb06973cdf2be29c35d408ba0864c7b48bf5a837190b66a619f2bafd6e96d5dd,c#,f#,False,0.08321185120880159,False,,train
pop1k7:src_003:541,b1529a7d198656c680bb018dcc702430fb10ec28fe4c50ea29ae3179e47801c2,A,A,True,0.21779056958273857,True,3,train
pop1k7:src_003:542,d9471d0d5387f3d02056fdeba7317cfaf4a23716bf200b020f1d0c8bd1470489,F,F,True,0.19337025706548816,True,-5,train
pop1k7:src_003:543,c19a4b3321dc4381454fbf2ccfbf5f421ca65c522bf7483e1b3607861e4824f3,c,Eb,True,0.00016969535321209595,False,-3,train
pop1k7:src_003:544,7eea41a3c7608159a8a092ba89cb1513e71c051f38327b0dd2fe5854fd3c9748,D,D,True,0.1908985270096053,True,-2,train
pop1k7:src_003:545,adf3cd3877422ae475dc81f2bd38feb8726c8871654ad13f5d8a7a4f2c301a5c,B,B,True,0.04486520696224894,False,1,train
pop1k7:src_003:546,9f005c5ea25f1290315eb5a803416dd7121434a5ed0cf123d3da7b94d4c9589b,D,D,True,0.012279070690357274,False,-2,test
pop1k7:src_003:547,57b67a463281f5ece25b9a9e064239588d5e274895a4b9ea44add2e22a62e0fe,Eb,Eb,True,0.23922853481514084,True,-3,train
pop1k7:src_003:548,f5452f17f3fe1f5e557f781e220f72c2b99cbb97a23547b741d70f46149af6e9,F,F,True,0.19657630721581743,True,-5,train
pop1k7:src_003:549,978483b044d1a41e3c6c8af78f03871f4f75ebda407873bf51e68b164918a086,D,G,False,0.02983788331236492,False,,train
pop1k7:src_003:550,3c8e3fed91269a2932bbeb19dde765cd54e605602fa7520e8f32ac97db34154c,E,E,True,0.11498490632756908,True,-4,train
pop1k7:src_003:551,b3403f92401f97f03a9f41c4fef70ccb1d76850b982502ec501cfab937874c18,ab,ab,True,0.058456068966429076,True,1,validation
pop1k7:src_003:552,4c9b32d0362c8a6ee40bcb80e174edf0452cdb6b4eb6abfc37886dbe3b1661b5,c,c,True,0.08062961102119781,True,-3,train
pop1k7:src_003:553,09152ed500d8646e939a29e4baabb39e4a66a9f0d1842ea68d62920d7eea4b4b,e,e,True,0.24552713806954618,True,5,train
pop1k7:src_003:554,b3d3a2740f88e12bc0535632692ef1c5dc3dea5807259782bfd7c2e0a2eded4e,bb,bb,True,0.05308398715730134,True,-1,train
pop1k7:src_003:555,fa3a25525dc1ad6a1d0669171173e02fc16befe60a5e66e5df3e2743872e4827,a,a,True,0.025746269534529742,False,0,train
pop1k7:src_003:556,430a946a4addb72bd9832c5daefd9a7f7e6a2667ba93b0c348e7b62dad095cf0,a,a,True,0.036175096486614655,False,0,train
pop1k7:src_003:557,8540ff339d6562964b8aa2ff51a755acec6fe9552050c84029f7f03b26dbd2cc,D,e,False,0.01023249239342483,False,,train
pop1k7:src_003:558,6c46f026fb3ec15c33005925a2ec0aa2614a8f13112f95a28a06e3f28433d721,A,b,False,0.01807486659415658,False,,validation
pop1k7:src_003:559,cafd504c6944c00b16dd3cc3eef54a079d6410cf48004754deb3e6556fcc270b,a,F,False,0.07789140714225096,False,,train
pop1k7:src_003:560,e4abdeddd3c7fd47e082592703872747ec54eba5f92e0fd84946e7fea32c88e5,e,a,False,0.07083290348642135,False,,train
pop1k7:src_003:561,8bbd309737b8524fb72b3483ab3e882bdd594a4bfc180015507428cb07e19f1a,a,a,True,0.10599773812236002,True,0,train
pop1k7:src_003:562,5be4a6ac4d0e0dda7d2e068513e4d562f9b07475c1eb00b176d1220f0c3be622,ab,ab,True,0.07927205659679559,True,1,train
pop1k7:src_003:563,6b9c48030b5ac7fec102811f8f42cba423f3bb8af811c5361ef2c6ddbc2c11f7,G,G,True,0.09034080148460055,True,5,train
pop1k7:src_003:564,f600ec948c0af43b3007d38ad719d7447dcaea67cf09c19bc5852e65570aa3dd,f#,f#,True,0.08501935597642374,True,3,train
pop1k7:src_003:565,2fc97df44500f10935306b105c5cb6e23364714da35d9389c3cc395147ec4dd4,Eb,Eb,True,0.14401605603770806,True,-3,train
pop1k7:src_003:566,3714a99ceb400186cbe37b415d7053e206168098d189d596255b32df1a2a5b90,Bb,Bb,True,0.024760719846832036,False,2,train
pop1k7:src_003:567,1721c975b7e1a22a2191e2c77977952da5543a5b0ad8094ec26a84aaba98bdb5,d,d,True,0.02710569112025507,False,-5,test
pop1k7:src_003:568,783166c9405184ce481e04d6d0b68d53cf19ff97de7071624279a57acf82f492,D,D,True,0.1467982811522508,True,-2,train
pop1k7:src_003:569,06f7415c9dde45b5b908e25c3793f1800825dcfbdd400584488f40a856b377a4,bb,bb,True,0.096287645313898,True,-1,train
pop1k7:src_003:570,4801337347d1be20934280bea1eeb7b07bad88abc597f0502777de1eb5ba650d,A,A,True,0.09677699882234281,True,3,train
pop1k7:src_003:571,a2d9c5dc19291c4049cdbcbb7e4ca21da208aff0203448e805cb1cc2a740f285,F#,F#,True,0.2445183594611131,True,6,train
pop1k7:src_003:572,69b5a3f90c5e9eb3d78990ead587daadb993d0c57d6b2521adffd51cf776d26e,D,D,True,0.25250860883566006,True,-2,train
pop1k7:src_003:573,9f3897a136e61cb38cc5c206c2b995ce429292b4f3864deb25055925fb863a78,Ab,Ab,True,0.1569786999280075,True,4,train
pop1k7:src_003:574,2935a5027298de5fd41bf500829915a7cee7ce04f699a9235bff2809c63aa416,f#,f#,True,0.016837811901351696,False,3,train
